descrip_vc;fec_lim;fec_pago;moneda;nemo;num_acc_ant;num_acc_der;num_acc_nue;pre_ant_vc;pre_ex_vc;val_acc
REPARTO CAPITAL US$ 0,0152896839;2021-08-27;;;CFIPCRDR-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,0640756261;2021-08-27;;;CFIPE17A-E;10000000;0;10000000;0;0;0
REPARTO EQUIV. EN PESOS A 704491 CUOTAS;2021-08-27;;;CFIPEKKR-E;0;0;0;0;0;0
REPARTO CAPITAL 0 US$ 0,1083135953815090;2021-08-27;;;CFILVDAI-E;10000000;0;10000000;779.71;779.71;0
REPARTO CAPITAL US$ 0,1064255176888700;2021-08-27;;;CFILVDAR-E;10000000;0;10000000;770.3;770.3;0
REPARTO CAPITAL US$ 0,10862360800;2021-08-27;;;CFILVDAS-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,01418613;2021-08-27;;;CFISECOA-E;500000000;0;500000000;0;0;0
REPARTO CAPITAL US$ 0,10512234444552300;2021-08-27;;;CFILVDAF-E;10000000;0;10000000;719;719;0
DIVIDENDO US$ 0,2;2021-08-05;2021-09-01;US$;WFC;0;100000;0;0;0;0.2
DIVIDENDO US$ 0,3475;2021-08-05;2021-09-01;US$;INTC;0;100000;0;0;0;0.348
DIVIDENDO US$ 0,3475;2021-08-12;2021-09-01;US$;V;0;400000;0;0;0;0.348
DIVIDENDO PROV US$ 3,09450189;2021-08-26;2021-09-01;US$;CFIIMTPDI;0;1000000;0;0;0;3.095
DIVIDENDO PROV US$ 45,54644237;2021-08-26;2021-09-01;US$;CFIIMPE2-E;0;2500000;0;0;0;45.546
DIVIDENDO PROV EURO 4,13055133;2021-08-26;2021-09-01;EURO;CFIIMTAP-E;0;3000000;0;0;0;4.131
DIVIDENDO PROV US$ 0,03700108;2021-08-26;2021-09-01;US$;CFICCD2B-E;0;10000000;0;0;0;0.037
DIVIDENDO PROV US$ 0,03984653;2021-08-26;2021-09-01;US$;CFICCD2I-E;0;10000000;0;0;0;0.04
DIVIDENDO PROV US$ 0,02374717;2021-08-26;2021-09-01;US$;CFICCDIB-E;0;10000000;0;0;0;0.024
DIVIDENDO PROV US$ 0,02420417;2021-08-26;2021-09-01;US$;CFICCDII-E;0;10000000;0;0;0;0.024
DIVIDENDO PROV 0 $ 9,410392328;2021-08-26;2021-09-01;$;CFIAMRCP-E;0;36906243;0;0;0;9.41
DIVIDENDO DEF $ 0,005476712;2021-08-26;2021-09-01;$;CFITRDP-E;0;2508422841;0;0;0;0.005
REPARTO CAPITAL US$ 0,043708916;2021-08-25;;;CFILVDXI-E;10000000;0;10000000;807.54;807.54;0
REPARTO CAPITAL US$ 0,046810821;2021-08-25;;;CFILVDXP-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,049512344;2021-08-25;;;CFILVDXR-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,050563634;2021-08-25;;;CFILVDXS-E;10000000;0;10000000;848.51;848.51;0
REPARTO CAPITAL US$ 0,115415793;2021-08-25;;;CFIPDCV-E;1000000;0;1000000;568.13;568.13;0
REPARTO CAPITAL US$ 0,0039726473;2021-08-25;;;CFIPCLOA-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,0041209379;2021-08-25;;;CFIPCLOB-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,0042343332;2021-08-25;;;CFIPCLOC-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,0036838935;2021-08-25;;;CFIPCLOR-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,0075978209;2021-08-25;;;CFICPD2A-E;1000000;0;1000000;0;0;0
REPARTO CAPITAL US$ 0,0078407378;2021-08-25;;;CFICPD2B-E;1000000;0;1000000;0;0;0
REPARTO CAPITAL US$ 0,1210811960529090;2021-08-25;;;CFIDRE4C-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,1213287391313410;2021-08-25;;;CFIDRE4F-E;10000000;0;10000000;751.36;751.36;0
REPARTO CAPITAL US$ 0,1213287370029440;2021-08-25;;;CFIDRE4I-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,1211887875077440;2021-08-25;;;CFIDRE4P-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,1210812015456270;2021-08-25;;;CFIDRE4R-E;10000000;0;10000000;0;0;0
DIVIDENDO PROV $ 171,9262509354460;2021-08-25;2021-08-31;$;CFIALHDA-E;0;292641;0;0;0;171.926
DIVIDENDO PROV $ 131;2021-08-25;2021-08-31;$;CFILVPARI1;0;5001043;0;0;0;131
DIVIDENDO PROV US$ 0,02299625673973180;2021-08-25;2021-08-31;US$;CFILVDXR-E;0;10000000;0;0;0;0.023
DIVIDENDO PROV US$ 0,02660267963492490;2021-08-25;2021-08-31;US$;CFILVDXS-E;0;10000000;0;0;0;0.027
DIVIDENDO PROV US$ 0,02462823920789920;2021-08-25;2021-08-31;US$;CFILVDXP-E;0;10000000;0;0;0;0.025
DIVIDENDO PROV US$ 0,02604957213866960;2021-08-25;2021-08-31;US$;CFILVDXI-E;0;10000000;0;0;0;0.026
DIVIDENDO PROV $ 9,2419681877086;2021-08-25;2021-08-31;$;CFILVMXA-E;0;10000000;0;0;0;9.242
DIVIDENDO PROV $ 9,3675640624385;2021-08-25;2021-08-31;$;CFILVMXB-E;0;10000000;0;0;0;9.368
DIVIDENDO PROV $ 9,5268827623930;2021-08-25;2021-08-31;$;CFILVMXI-E;0;10000000;0;0;0;9.527
DIVIDENDO PROV $ 0,4884;2021-08-25;2021-08-31;$;CFITODPI-E;0;10000000;0;0;0;0.488
DIVIDENDO PROV $ 0,4389;2021-08-25;2021-08-31;$;CFITODPA-E;0;10000000;0;0;0;0.439
DIVIDENDO PROV $ 0,6049;2021-08-25;2021-08-31;$;CFITODPF-E;0;10000000;0;0;0;0.605
DIVIDENDO PROV $ 174,5594428875720;2021-08-25;2021-08-31;$;CFIALHDB-E;0;10000000;0;0;0;174.559
DIVIDENDO PROV $ 6,205567081608970;2021-08-25;2021-08-31;$;CFIAEA-E;0;10000000;0;0;0;6.206
REPARTO CAPITAL US$ 0,0738508164;2021-08-24;;;CFICPE11-E;1000000;0;1000000;0;0;0
DIVIDENDO PROV US$ 0,41653857179925;2021-08-24;2021-08-30;US$;CFITUBB2-E;0;42498;0;0;0;0.417
DIVIDENDO PROV US$ 0,56361353108467;2021-08-24;2021-08-30;US$;CFITACP2-E;0;97980;0;0;0;0.564
DIVIDENDO PROV $ 1114,464184062;2021-08-24;2021-08-30;$;CFIADI6A-E;0;10000000;0;0;0;1114.464
DIVIDENDO PROV $ 1134,995887184;2021-08-24;2021-08-30;$;CFIADI6I-E;0;10000000;0;0;0;1134.996
REPARTO CAPITAL US$ 0,1847407221;2021-08-21;;;CFIBMIVA-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,1876892130;2021-08-21;;;CFIBMIVI-E;10000000;0;10000000;1118.16;1118.16;0
REPARTO CAPITAL US$ 0,0205373247;2021-08-21;;;CFIFALPA-E;0;0;0;0;0;0
DIVIDENDO US$ 0,51;2021-07-30;2021-08-27;US$;C;0;100000;0;0;0;0.51
DIVIDENDO PROV US$ 0,45;2021-08-11;2021-08-27;US$;SBUX;0;200000;0;0;0;0.45
DIVIDENDO PROV $ 0,315744;2021-08-26;2021-08-27;$;CFMESGIPSA;0;2500000;0;0;0;0.316
DIVIDENDO PROV $ 1,01782432;2021-08-26;2021-08-27;$;CFMDIVO;0;5880000;0;0;0;1.018
DIVIDENDO $ 17,21116663;2021-08-21;2021-08-27;$;CFISANDP-E;0;10000000;0;0;0;17.211
DIVIDENDO $ 520,40955;2021-08-21;2021-08-27;$;CFMEASCCHI;0;10000000;0;0;0;520.41
DIVIDENDO $ 0,20065;2021-08-26;2021-08-27;$;CFMEURCHCE;0;10000000;0;0;0;0.201
DIVIDENDO $ 0,23688;2021-08-26;2021-08-27;$;CFMEURC18D;0;10000000;0;0;0;0.237
DIVIDENDO $ 0,5146832;2021-08-21;2021-08-27;$;CFMTOEEQUB;0;10000000;0;0;0;0.515
DIVIDENDO PROV $ 0,74751328;2021-08-26;2021-08-27;$;CFMITNIPSA;0;37200000;0;0;0;0.748
DIVIDENDO ADIC $ 26;2021-08-21;2021-08-27;$;ANDINA-A;0;473289368;0;0;0;26
DIVIDENDO ADIC $ 28,6;2021-08-21;2021-08-27;$;ANDINA-B;0;473289368;0;0;0;28.6
REPARTO CAPITAL US$ 0,021971142;2021-08-20;;;CFIPD7BP-E;10000000;0;10000000;635.9;635.9;0
REPARTO CAPITAL US$ 0,023917859;2021-08-20;;;CFIPD7I-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,0052703863;2021-08-20;;;CFIPE12A-E;1000000;0;1000000;0;0;0
REPARTO CAPITAL US$ 0,0056445697;2021-08-20;;;CFIPE12B-E;1000000;0;1000000;0;0;0
REPARTO CAPITAL US$ 0,0062294793;2021-08-20;;;CFIPE12C-E;1000000;0;1000000;0;0;0
REPARTO CAPITAL US$ 0,0092445580;2021-08-20;;;CFICGGLI-E;600000000;0;600000000;0;0;0
DIVIDENDO PROV US$ 0,0131520613;2021-08-20;2021-08-26;US$;CFIPE12C-E;0;1000000;0;0;0;0.013
DIVIDENDO PROV  US$ 0,0119171624;2021-08-20;2021-08-26;US$;CFIPE12B-E;0;1000000;0;0;0;0.012
DIVIDENDO PROV US$ 0,0111271602;2021-08-20;2021-08-26;US$;CFIPE12A-E;0;1000000;0;0;0;0.011
DIVIDENDO $ 1,0664732;2021-08-25;2021-08-26;$;CFMESGIPSA;0;2500000;0;0;0;1.066
DIVIDENDO $ 4,26800799;2021-08-25;2021-08-26;$;CFMDIVO;0;5880000;0;0;0;4.268
DIVIDENDO PROV $ 4,02128367;2021-08-25;2021-08-26;$;CFMDIVO;0;6000000;0;0;0;4.021
DIVIDENDO $ 706,81091;2021-08-20;2021-08-26;$;CFMEASCCHI;0;10000000;0;0;0;706.811
DIVIDENDO $ 1916,15035;2021-08-20;2021-08-26;$;CFMEASCCHI;0;10000000;0;0;0;1916.15
DIVIDENDO $ 0,41257;2021-08-25;2021-08-26;$;CFMEURC18D;0;10000000;0;0;0;0.413
DIVIDENDO $ 1,16697;2021-08-25;2021-08-26;$;CFMEURC18D;0;10000000;0;0;0;1.167
DIVIDENDO $ 0,34947;2021-08-25;2021-08-26;$;CFMEURCHCE;0;10000000;0;0;0;0.349
DIVIDENDO $ 0,98849;2021-08-25;2021-08-26;$;CFMEURCHCE;0;10000000;0;0;0;0.988
DIVIDENDO PROV 121 $ 55;2021-08-20;2021-08-26;$;ESPANOLA;0;30775276;0;0;0;55
DIVIDENDO PROV $ 1,30324575;2021-08-25;2021-08-26;$;CFMITNIPSA;0;37200000;0;0;0;1.303
DIVIDENDO $ 3,68622825;2021-08-25;2021-08-26;$;CFMITNIPSA;0;37200000;0;0;0;3.686
DIVIDENDO PROV 117 US$ 0,094807317;2021-08-20;2021-08-26;$;ENAEX;0;123000000;0;0;0;74.896
DIVIDENDO PROV 136 US$ 0,75;2021-08-20;2021-08-26;$;CAP;0;149448112;0;0;0;592.485
DIVIDENDO PROV US$ 0,0215126893;2021-08-20;2021-08-26;US$;CFICGGLI-E;0;600000000;0;0;0;0.022
DIVIDENDO PROV US$ 0,0393996153;2021-08-20;2021-08-26;$;ECL;0;1053309776;0;0;0;30.985
DIVIDENDO US$ 0,02;2021-08-05;2021-08-25;US$;HWM;0;33333;0;0;0;0.02
DIVIDENDO PROV $ 256,957673978916;2021-08-19;2021-08-25;$;CFILVBABA1;0;10000000;0;0;0;256.958
DIVIDENDO PROV $ 289,977158600663;2021-08-19;2021-08-25;$;CFILVBABI1;0;10000000;0;0;0;289.977
DIVIDENDO PROV US$ 5,863701;2021-08-19;2021-08-25;US$;CFIMOPE1-E;0;700000000;0;0;0;5.864
REPARTO CAPITAL $ 6,242917401;2021-08-18;;;CFIACCIA-E;10000000;0;10000000;986.13;986.13;0
REPARTO CAPITAL $ 6,242903831;2021-08-18;;;CFIACCIP-E;10000000;0;10000000;0;0;0
REPARTO EQUIV. EN PESOS A 445111;2021-08-18;;;CFIPEKKR-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,07923462;2021-08-18;;;CFISEOPX-E;1000000;0;1000000;0;0;0
REPARTO CAPITAL US$ 0,008157858676183470;2021-08-18;;;CFIAVIII-E;1000000;0;1000000;0;0;0
DIVIDENDO PROV $ 5,578414674;2021-08-18;2021-08-24;$;CFIACCIP-E;0;10000000;0;0;0;5.578
DIVIDENDO PROV $ 7,331630087;2021-08-18;2021-08-24;$;CFIACCIA-E;0;10000000;0;0;0;7.332
DIVIDENDO PROV US$ 0,077628850666237200;2021-08-18;2021-08-24;US$;CFIAVIII-E;0;86382227;0;0;0;0.078
REPARTO CAPITAL $ 20;2021-08-17;;;CFIADAG-A;0;0;0;0;0;0
DIVIDENDO PROV $ 280,4573108;2021-08-17;2021-08-23;$;CFISMH1A-E;0;25346;0;0;0;280.457
DIVIDENDO PROV $ 281,3681860;2021-08-17;2021-08-23;$;CFISMH1I-E;0;32250;0;0;0;281.368
DIVIDENDO PROV $ 280,7570736;2021-08-17;2021-08-23;$;CFISMH1B-E;0;56301;0;0;0;280.757
DIVIDENDO PROV US$ 6,0688337822;2021-08-17;2021-08-23;US$;CFICGPE4-E;0;684632;0;0;0;6.069
DIVIDENDO PROV US$ 0,0065408800;2021-08-17;2021-08-23;US$;CFILVDAS-E;0;5000000;0;0;0;0.007
DIVIDENDO PROV US$ 0,0063300486373848800;2021-08-17;2021-08-23;US$;CFILVDAF-E;0;6910939;0;0;0;0.006
DIVIDENDO PROV US$ 0,0193578569;2021-08-17;2021-08-23;US$;CFITACOA-E;0;6940345;0;0;0;0.019
DIVIDENDO PROV US$ 0,0195484700;2021-08-17;2021-08-23;US$;CFITACOB-E;0;8163985;0;0;0;0.02
DIVIDENDO PROV US$ 0,006613340669316940;2021-08-17;2021-08-23;US$;CFILVEPF-E;0;10000000;0;0;0;0.007
DIVIDENDO PROV US$ 0,006759117581190070;2021-08-17;2021-08-23;US$;CFILVEPR-E;0;10000000;0;0;0;0.007
DIVIDENDO PROV US$ 0,007020100452584930;2021-08-17;2021-08-23;US$;CFILVEPI-E;0;10000000;0;0;0;0.007
DIVIDENDO PROV US$ 0,007072425662788260;2021-08-17;2021-08-23;US$;CFILVEPS-E;0;10000000;0;0;0;0.007
DIVIDENDO PROV US$ 0,0196927868;2021-08-17;2021-08-23;US$;CFITACOC-E;0;13001260;0;0;0;0.02
DIVIDENDO PROV US$ 0,006409941434841880;2021-08-17;2021-08-23;US$;CFILVDAR-E;0;13358796;0;0;0;0.006
DIVIDENDO PROV US$ 0,0189793874;2021-08-17;2021-08-23;US$;CFITACOR-E;0;23711268;0;0;0;0.019
DIVIDENDO PROV US$ 0,0065224255557397600;2021-08-17;2021-08-23;US$;CFILVDAI-E;0;25328447;0;0;0;0.007
DIVIDENDO PROV $ 1,1750054258092700;2021-08-17;2021-08-23;$;CFIADAG-A;0;43680120;0;0;0;1.175
DIVIDENDO PROV US$ 0,1345243612;2021-08-17;2021-08-23;US$;CFINHCIP-E;0;300000000;0;0;0;0.135
DIVIDENDO PROV EURO 0,0359605153;2021-08-17;2021-08-23;EURO;CFINHCVC-E;0;700000000;0;0;0;0.036
DIVIDENDO PROV $ 0,01358267602747420;2021-08-17;2021-08-23;$;CFIADAGB-E;0;5092007706;0;0;0;0.014
DIVIDENDO PROV US$ 1,11;2021-07-19;2021-08-20;US$;CAT;0;100000;0;0;0;1.11
DIVIDENDO PROV $ 13;2021-08-14;2021-08-20;$;CFINFUNDA;0;44367002;0;0;0;13
REPARTO CAPITAL US$ 0,04930238;2021-08-13;;;CFIPEQI4-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL $ 8020,832422163;2021-08-13;;;CFICPIIB-E;1000000;0;1000000;0;0;0
REPARTO CAPITAL $ 7692,637024033;2021-08-13;;;CFICPIIR-E;1000000;0;1000000;17545;17545;0
DIVIDENDO PROV 4 $ 12;2021-08-13;2021-08-19;$;GASCO;0;168000000;0;0;0;12
REPARTO CAPITAL US$ 0,07051376;2021-08-12;;;CFIPICWP-E;400000000;0;400000000;0;0;0
REPARTO CAPITAL US$ 0,125978812;2021-08-12;;;CFIPIPOA-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL EURO 0,03236690080269080;2021-08-12;;;CFILVPAA-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,061923727;2021-08-12;;;CFIALGTA-E;10000000;0;10000000;722.33;722.33;0
REPARTO CAPITAL US$ 0,063421970;2021-08-12;;;CFIALGTB-E;10000000;0;10000000;788.04;788.04;0
DIVIDENDO PROV US$ 0,249606662;2021-08-12;2021-08-18;US$;CFIPIPOA-E;0;10000000;0;0;0;0.25
DIVIDENDO PROV EURO 0,001119809599375220;2021-08-12;2021-08-18;EURO;CFILVPAA-E;0;38493151;0;0;0;0.001
REPARTO CAPITAL EURO 0,00794385703560674;2021-08-11;;;CFIASIXD-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL EURO 0,05812076149431810;2021-08-11;;;CFIAPEVIII;1000000;0;1000000;0;0;0
REPARTO CAPITAL EURO 0,03;2021-08-11;;;CFIDESINM1;10000000;0;10000000;1108.32;1108.32;0
DIVIDENDO PROV $ 74,404919597068700;2021-08-11;2021-08-17;$;CFIDHS2-A;0;468499;0;0;0;74.405
DIVIDENDO PROV $ 99,6228555585291;2021-08-11;2021-08-17;$;CFIDHS1;0;2178481;0;0;0;99.623
DIVIDENDO PROV $ 43,230863609624900;2021-08-11;2021-08-17;$;CFIADH3I-E;0;10000000;0;0;0;43.231
DIVIDENDO PROV $ 42,967964953111100;2021-08-11;2021-08-17;$;CFIADH3R;0;10000000;0;0;0;42.968
DIVIDENDO PROV EURO 0,02450047812683060;2021-08-11;2021-08-17;EURO;CFIVCDLC-E;0;10000000;0;0;0;0.025
DIVIDENDO $ 0,0489168;2021-08-11;2021-08-17;$;CFMTOEEQUB;0;10000000;0;0;0;0.049
DIVIDENDO PROV US$ 0,00147143260552378;2021-08-11;2021-08-17;US$;CFILVBCP-E;0;80673073;0;0;0;0.001
DIVIDENDO DEF 88 $ 3;2021-08-11;2021-08-17;$;BESALCO;0;576172664;0;0;0;3
REPARTO CAPITAL $ 592,13408;2021-08-10;;;CFIFYNCPIB;0;0;0;0;0;0
REPARTO CAPITAL $ 587,461623;2021-08-10;;;CFIFYNCPIA;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,0906939517;2021-08-10;;;CFIARESI-E;1000000;0;1000000;0;0;0
REPARTO CAPITAL US$ 0,7655251237;2021-08-10;;;CFIARESC-E;1000000;0;1000000;0;0;0
DIVIDENDO PROV US$ 0,8698;2021-07-22;2021-08-16;US$;PG;0;100000;0;0;0;0.87
DIVIDENDO US$ 0,45;2021-07-14;2021-08-16;US$;ABT;0;100000;0;0;0;0.45
DIVIDENDO PROV US$ 0,0237630441;2021-08-10;2021-08-16;US$;CFICIP7B-E;0;1000000;0;0;0;0.024
DIVIDENDO PROV US$ 0,0110849702;2021-08-10;2021-08-16;US$;CFICIPII-E;0;1000000;0;0;0;0.011
DIVIDENDO PROV US$ 1,74449716;2021-08-10;2021-08-16;US$;CFIIMTPDI;0;1000000;0;0;0;1.744
REPARTO CAPITAL EURO 0,00256161651125308;2021-08-07;;;CFIALBOA-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,14874493459773100;2021-08-07;;;CFIVRE1B-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,15030812618933200;2021-08-07;;;CFIVRE1C-E;10000000;0;10000000;0;0;0
DIVIDENDO US$ 0,7;2021-07-29;2021-08-13;US$;MS;0;100000;0;0;0;0.7
DIVIDENDO PROV US$ 0,79;2021-07-29;2021-08-13;US$;COST;0;100000;0;0;0;0.79
DIVIDENDO PROV US$ 0,065995411;2021-08-07;2021-08-13;US$;CFIPEIA;0;28987979;0;0;0;0.066
DIVIDENDO DEF EURO 0,01319848422573880;2021-08-07;2021-08-13;EURO;CFIALBOA-E;0;127219999;0;0;0;0.013
DIVIDENDO PROV US$ 0,066138601;2021-08-07;2021-08-13;US$;CFIPEIB;0;169246049;0;0;0;0.066
REPARTO CAPITAL $ 43,35547035392520;2021-08-06;;;CFIVOBDP-E;10000000;0;10000000;971.1;971.1;0
DIVIDENDO US$ 0,22;2021-08-06;2021-08-12;US$;AAPL;0;700000;0;0;0;0.22
DIVIDENDO PROV $ 82,5203122848275;2021-08-06;2021-08-12;$;CFIBCHHABT;0;1000000;0;0;0;82.52
DIVIDENDO DEF $ 10,12820258896490;2021-08-06;2021-08-12;$;CFIVOBDP-E;0;46743237;0;0;0;10.128
DIVIDENDO PROV US$ 0,418809;2021-08-06;2021-08-12;US$;CFIMOPE1-E;0;700000000;0;0;0;0.419
REPARTO CAPITAL US$ 0,0632789986;2021-08-05;;;CFIPE13A-E;1000000;0;1000000;0;0;0
REPARTO CAPITAL US$ 0,0679596093;2021-08-05;;;CFIPE13B-E;1000000;0;1000000;0;0;0
REPARTO CAPITAL US$ 0,0715401459;2021-08-05;;;CFIPE13C-E;1000000;0;1000000;0;0;0
DIVIDENDO PROV US$ 0,0076298761;2021-08-05;2021-08-11;US$;CFIPE13C-E;0;1000000;0;0;0;0.008
DIVIDENDO PROV US$ 0,0072480103;2021-08-05;2021-08-11;US$;CFIPE13B-E;0;1000000;0;0;0;0.007
DIVIDENDO PROV US$ 0,0067488001;2021-08-05;2021-08-11;US$;CFIPE13A-E;0;1000000;0;0;0;0.007
DIVIDENDO PROV EURO 15,528277;2021-08-05;2021-08-11;EURO;CFIMOP2-E;0;1000000;0;0;0;15.528
DIVIDENDO PROV US$ 0,59502126;2021-08-05;2021-08-11;US$;CFIIMTPDI;0;1000000;0;0;0;0.595
DIVIDENDO PROV US$ 3,24423223;2021-08-05;2021-08-11;US$;CFIIMSECII;0;1000000;0;0;0;3.244
DIVIDENDO PROV US$ 12,79766224;2021-08-05;2021-08-11;US$;CFIIMTPES;0;2000000;0;0;0;12.798
DIVIDENDO PROV EURO 15,529906;2021-08-05;2021-08-11;EURO;CFIMO2AE-E;0;10000000;0;0;0;15.53
DIVIDENDO PROV $ 5,500178000;2021-08-05;2021-08-11;$;CFIHMCRGPI;0;10000000;0;0;0;5.5
DIVIDENDO PROV $ 5,35910981;2021-08-05;2021-08-11;$;CFIHMCRGPB;0;10000000;0;0;0;5.359
REPARTO CAPITAL US$ 0,0461501691;2021-08-04;;;CFICGGI2-E;1000000;0;1000000;0;0;0
REPARTO CAPITAL US$ 0,0062798515;2021-08-04;;;CFICPE10-E;1000000;0;1000000;0;0;0
DIVIDENDO US$ 0,43;2021-07-01;2021-08-10;US$;AXP;0;100000;0;0;0;0.43
DIVIDENDO PROV US$ 0,0318110031;2021-08-04;2021-08-10;US$;CFICPE10-E;0;1000000;0;0;0;0.032
DIVIDENDO PROV US$ 0,0103328902;2021-08-04;2021-08-10;US$;CFICGGI2-E;0;1000000;0;0;0;0.01
DIVIDENDO PROV $ 23,760663889;2021-08-04;2021-08-10;$;CFIASSLP-E;0;1017218;0;0;0;23.761
DIVIDENDO PROV $ 1,926520959;2021-08-04;2021-08-10;$;CFIASPCP-E;0;1307042;0;0;0;1.927
DIVIDENDO PROV $ 22,446184830;2021-08-04;2021-08-10;$;CFIASGAC-E;0;1328250;0;0;0;22.446
DIVIDENDO PROV $ 3,327958342;2021-08-04;2021-08-10;$;CFIASPLP-E;0;1434513;0;0;0;3.328
DIVIDENDO PROV $ 19,983663557;2021-08-04;2021-08-10;$;CFIASSCP-E;0;2201498;0;0;0;19.984
DIVIDENDO PROV $ 18,522891794;2021-08-04;2021-08-10;$;CFIASGAL-E;0;3111539;0;0;0;18.523
DIVIDENDO PROV $ 3,838258574;2021-08-04;2021-08-10;$;CFIAGALP-E;0;3864545;0;0;0;3.838
DIVIDENDO DEF $ 2,491906341;2021-08-04;2021-08-10;$;CFIAGACP-E;0;6015564;0;0;0;2.492
DIVIDENDO EVEN $ 105;2021-08-04;2021-08-10;$;CTC;0;945374298;0;0;0;105
REPARTO CAPITAL $ 2246,964361901;2021-08-03;;;CFIAMUPC;10000000;0;10000000;24365.19;24365.19;0
REPARTO CAPITAL US$ 0,0054071180;2021-08-03;;;CFICGPEP-E;72927389;0;72927389;0;0;0
REPARTO CAPITAL US$ 0,0072683374;2021-08-03;;;CFICGPE7-E;300000000;0;300000000;0;0;0
DIVIDENDO US$ 1,02;2021-07-23;2021-08-09;US$;TXN;0;100000;0;0;0;1.02
DIVIDENDO PROV US$ 0,0114650194;2021-08-03;2021-08-09;US$;CFICGPEP-E;0;72927389;0;0;0;0.011
DIVIDENDO PROV US$ 0,0362179631;2021-08-03;2021-08-09;US$;CFICGPE7-E;0;300000000;0;0;0;0.036
DIVIDENDO PROV EURO 0,0037395770;2021-08-03;2021-08-09;EURO;CFINHPTN-E;0;700000000;0;0;0;0.004
DIVIDENDO PROV US$ 0,0518432069;2021-08-03;2021-08-09;US$;CFINHPTN-E;0;700000000;0;0;0;0.052
DIVIDENDO PROV $ 6857,319310345;2021-08-02;2021-08-07;$;CFIWEG-1;0;1000000;0;0;0;6857.319
REPARTO EQUIV. EN PESOS A 1335380 CUOTAS;2021-07-30;;;CFIBTGNB-E;0;0;0;0;0;0
DIVIDENDO US$ 0,1265;2021-08-02;2021-08-06;US$;EMLC;0;50000;0;0;0;0.127
DIVIDENDO US$ 0,776963;2021-08-02;2021-08-06;US$;TIP;0;100000;0;0;0;0.777
DIVIDENDO US$ 0,012446;2021-08-02;2021-08-06;US$;SHY;0;100000;0;0;0;0.012
DIVIDENDO US$ 0,072;2021-08-02;2021-08-06;US$;EMAG;0;100000;0;0;0;0.072
DIVIDENDO US$ 0,282878;2021-08-02;2021-08-06;US$;HYG;0;100000;0;0;0;0.283
DIVIDENDO US$ 0,243144;2021-08-02;2021-08-06;US$;LQD;0;100000;0;0;0;0.243
DIVIDENDO US$ 0,178742;2021-08-02;2021-08-06;US$;SHYG;0;1000000;0;0;0;0.179
DIVIDENDO US$ 0,06282;2021-08-02;2021-08-06;US$;SLQD;0;1000000;0;0;0;0.063
DIVIDENDO US$ 0,196092;2021-08-02;2021-08-06;US$;TLH;0;1000000;0;0;0;0.196
DIVIDENDO US$ 0,181723;2021-08-02;2021-08-06;US$;TLT;0;1000000;0;0;0;0.182
DIVIDENDO US$ 0,350305;2021-08-02;2021-08-06;US$;EMB;0;1000000;0;0;0;0.35
DIVIDENDO US$ 0,166643;2021-08-02;2021-08-06;US$;AGG;0;1000000;0;0;0;0.167
DIVIDENDO US$ 0,078174;2021-08-02;2021-08-06;US$;IEI;0;1000000;0;0;0;0.078
DIVIDENDO US$ 0,076119;2021-08-02;2021-08-06;US$;IEF;0;1000000;0;0;0;0.076
DIVIDENDO US$ 0,016714;2021-08-02;2021-08-06;US$;FLOT;0;1000000;0;0;0;0.017
REPARTO EQUIV. EN USD A 221098 CUOTAS;2021-07-30;;;CFIPKRE5-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,0040746971;2021-07-30;;;CFIBRE9B-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,0040746195;2021-07-30;;;CFIBRE9C-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,0040746176;2021-07-30;;;CFIBRE9I-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,8032130241;2021-07-30;;;CFICGPE5-E;3000000;0;3000000;0;0;0
